symbol baseMean log2FoldChange lfcSE stat pvalue padj gene
381 NDRG1 6415.27857543029 0.468414674032885 0.107252884740673 4.36738531709859 1.25742782422643e-05 0.00063343358475374 ENSG00000104419.17
382 CDX2 14593.5871020757 0.282312687355061 0.0646420264877409 4.36732421141842 1.25777954764491e-05 0.00063343358475374 ENSG00000165556.10
383 APOC1 20263.2045500067 0.39493840352197 0.090585099765982 4.35986055700391 1.30145350141635e-05 0.000653717035515608 ENSG00000130208.10
384 TRIAP1 6397.57680887112 0.283857883777614 0.0651666053202026 4.35587955491697 1.32533642832971e-05 0.000663979745005391 ENSG00000170855.4
385 KCNK5 6015.46923198521 0.575253084538884 0.132216709889549 4.3508349664686 1.35620101615559e-05 0.000676488688845709 ENSG00000164626.9
386 ONECUT1 1955.86056113924 -0.444619744621082 0.102209462741557 -4.35008396184735 1.36085415627035e-05 0.000676488688845709 ENSG00000169856.9
387 ENSG00000289535 293.973636719584 0.743532245685247 0.17091492897377 4.35030602738837 1.3594766797832e-05 0.000676488688845709 ENSG00000289535.2
388 CACNA2D3 233.541840920846 -0.802227613487871 0.184525452914617 -4.34751737939955 1.37687163616621e-05 0.000680932044641786 ENSG00000157445.16
389 PLAAT5 339.379686861017 -0.902948415950351 0.207675168529823 -4.34788820609858 1.37454632472373e-05 0.000680932044641786 ENSG00000168004.10
390 TERF2IP 7367.86582241904 0.278427583525761 0.0641061295317739 4.34322872959847 1.40403818181094e-05 0.000692586834402023 ENSG00000166848.7
391 ERICH3 73.2233162021564 -1.2602572227167 0.29022286941969 -4.34237737789796 1.40949156133789e-05 0.000693498686880264 ENSG00000178965.14
392 CNR1 532.251577945535 -0.805806105277993 0.185815979787281 -4.33658131125464 1.44715907826403e-05 0.000710215468052128 ENSG00000118432.13
393 PALLD 13034.8988813728 -0.418189233178621 0.096648601904504 -4.32690411385177 1.51219750639645e-05 0.000740245690281297 ENSG00000129116.20
394 PRSS22 2636.62613771165 0.4540146936364 0.10498804999954 4.32444162586494 1.52918687741639e-05 0.00074477207968953 ENSG00000005001.10
395 TMEM176B 867.926607171888 -0.658696770009995 0.152305383167918 -4.32484234180861 1.52640988739777e-05 0.00074477207968953 ENSG00000106565.19
396 CERKL 133.749227144387 -0.837602779272438 0.193918974799874 -4.31934409789889 1.56493615308434e-05 0.000760258629117084 ENSG00000188452.15
397 FGB 361634.648541724 0.43969546433961 0.101854496448896 4.31689792468044 1.58237288184179e-05 0.000766793186419958 ENSG00000171564.12
398 SPRY1 2184.00475407508 0.463009232584384 0.107301631529266 4.3150250931469 1.59584774942629e-05 0.000771379874458868 ENSG00000164056.11
399 RAB32 4408.33627795697 0.382964123616205 0.0888756535546671 4.30898798826436 1.64003274209516e-05 0.000790750623870344 ENSG00000118508.5
400 SLC2A3 5962.04598121826 -1.43097220222107 0.332390574133984 -4.30509260363159 1.66915898477367e-05 0.000802782013726895 ENSG00000059804.17
401 ATP2B4 17468.8461760571 -0.384332739194877 0.0894199019028498 -4.29806710828687 1.72294003641221e-05 0.000826581556620899 ENSG00000058668.16
402 ATP5MK 5971.27154923651 0.300246817236615 0.0699055163873294 4.29503754142978 1.74663777220409e-05 0.000835866106011502 ENSG00000173915.16
403 MRPL27 4298.35123254602 0.320511638016514 0.0747299211162783 4.28893317735213 1.79533372569746e-05 0.000857037970594732 ENSG00000108826.16
404 RASSF8-AS1 150.968783711164 0.805664598117584 0.187884468040039 4.28808515425497 1.80220006968908e-05 0.000858186260907885 ENSG00000246695.9
405 CACHD1 5741.73154822317 -0.305371619275334 0.0712587753077136 -4.28538966543645 1.82419166018074e-05 0.000866513559470546 ENSG00000158966.16
406 RIMS3 1239.59511816936 -0.560230685201789 0.130903106856856 -4.27973558957931 1.87115477753003e-05 0.000886632404190216 ENSG00000117016.10
407 WDR72 5880.47140710339 -0.488940542002087 0.114274570443891 -4.27864694746026 1.88032835344431e-05 0.000888790094927802 ENSG00000166415.15
408 ACTC1 1563.73918013505 -0.413096719726771 0.0965613919789846 -4.27807337136022 1.88517887805157e-05 0.000888898805293042 ENSG00000159251.9
409 SMARCA2 3625.15226729785 -0.391184728064177 0.0914707657832833 -4.27660930478039 1.89761405228125e-05 0.000892574551046129 ENSG00000080503.25
410 CSF1 929.153971622461 0.414749767397323 0.097070725839499 4.27265546652127 1.9315879041172e-05 0.000906338734131871 ENSG00000184371.14
411 CLIC5 4289.23556037404 -0.304414424796098 0.0712915367029357 -4.26999387128603 1.95478338903782e-05 0.000910882032540617 ENSG00000112782.19
412 AEN 11133.4820500835 0.310422240918536 0.0726945970902121 4.27022438178328 1.95276407211363e-05 0.000910882032540617 ENSG00000181026.15
413 DLL1 1049.60315132858 -0.543970483671214 0.127396092635037 -4.26991497478322 1.9554749944863e-05 0.000910882032540617 ENSG00000198719.9
414 EDA2R 1737.91730552646 0.492970535306899 0.115488364077949 4.26857319560061 1.96727275063619e-05 0.000914164086394662 ENSG00000131080.15
415 NOX4 976.284146678028 -0.892160332194256 0.209058503870294 -4.26751514852407 1.97662352553046e-05 0.000916295985160361 ENSG00000086991.13
416 ENSG00000289168 29.092104694737 -1.73182498593371 0.40601461779479 -4.26542520892441 1.99521844722051e-05 0.000922692607875676 ENSG00000289168.1
417 IGFBP3 6127.12747850437 0.795471266313184 0.18657669440081 4.26350819896254 2.01242112867091e-05 0.000928416251159976 ENSG00000146674.16
418 HS3ST4 305.506537034264 0.582440105271306 0.13663978927064 4.26259516631482 2.02066397938155e-05 0.000929988842950773 ENSG00000182601.7
419 TMEM236 30.5022569281477 -1.71592092481983 0.403244005970616 -4.25529183177707 2.08776527599281e-05 0.000958578242948678 ENSG00000148483.9
420 TFAP2A 85.4691599929383 1.08913362811576 0.25614946138274 4.25194580631332 2.11921149552014e-05 0.000968394079591839 ENSG00000137203.15
421 LINC02575 101.260916608162 -1.05782502236104 0.248772077995228 -4.25218549800968 2.11694394265252e-05 0.000968394079591839 ENSG00000228709.3
422 MX1 761.502188945865 -0.462377975764174 0.108998830969596 -4.24204527379883 2.21491995397203e-05 0.00100973057048611 ENSG00000157601.15
423 PRAG1 5275.98684668808 0.290361653508782 0.0684604027633398 4.24130799394405 2.22220946468858e-05 0.00101065876316026 ENSG00000275342.6
424 FBN1 1556.14313220566 0.400644277410523 0.0947420884670926 4.22878874524368 2.34952833332275e-05 0.00106604306784111 ENSG00000166147.15
425 GSTO1 25294.8024731485 0.377753131641215 0.0894075015075673 4.22507200482773 2.38864390635403e-05 0.00108124074048091 ENSG00000148834.13
426 TCF21 33.9827383297364 1.48262002993233 0.350963422076439 4.22442891957391 2.39547440850855e-05 0.00108178724579548 ENSG00000118526.7
427 CD47 8149.80699968144 0.505338378287918 0.119667933350905 4.2228386848305 2.41244490408279e-05 0.00108689965022821 ENSG00000196776.17
428 TCEAL2 95.6489653761915 -1.51040915319786 0.357784875282447 -4.2215567441343 2.42620858896127e-05 0.00109054674846815 ENSG00000184905.9
429 ESPN 922.791496429663 0.396027472612983 0.0939567937727116 4.2149956028832 2.49783055793087e-05 0.00112012271033739 ENSG00000187017.18
430 DOCK10 226.258122208725 -1.23730628053962 0.293654335078221 -4.2134786813552 2.51467332557657e-05 0.00112505314970795 ENSG00000135905.21
431 MT-CO1 230901.531894593 0.278151450812764 0.0660241489659748 4.21287445834566 2.52141220756898e-05 0.00112545076680306 ENSG00000198804.2
432 HMGN5 810.299749186126 -0.399560746525616 0.0948758401349403 -4.21140667589692 2.53785396461397e-05 0.00113016746692693 ENSG00000198157.11
433 CDH13 156.382652413327 1.16137822666234 0.275996876072916 4.20793975347575 2.57709548930498e-05 0.001144992217627 ENSG00000140945.17
434 COL9A3 434.301096449542 -0.852482226406893 0.202626744486517 -4.20715551921439 2.58605180084545e-05 0.00114632406784942 ENSG00000092758.18
435 TNNC1 2436.03388849688 0.344815612316849 0.0820185135991542 4.2041192553434 2.62100728516672e-05 0.00115914800349511 ENSG00000114854.8
436 TAP1 2149.42913484243 0.470076793479798 0.111863113964665 4.20225020401528 2.64274799632969e-05 0.0011660822466374 ENSG00000168394.13
437 NXPH3 32.28101508384 -1.58024002370545 0.376120944972617 -4.20141458439784 2.65252326010206e-05 0.00116771721917262 ENSG00000182575.8
438 CHRNA1 122.343422288126 -1.18590084200223 0.2823488283781 -4.20012666181198 2.66765703312889e-05 0.0011690292939256 ENSG00000138435.16
439 PPP1R3B 2468.21452878162 -0.308593866072221 0.0734701594238973 -4.20026128283922 2.66607133024562e-05 0.0011690292939256 ENSG00000173281.5
440 EPAS1 6070.99214748344 0.812956973153045 0.19373942736101 4.19613593488227 2.71507329972497e-05 0.00118246941749653 ENSG00000116016.14
441 GABRB3 1641.37689826768 -0.317580227959012 0.0756865182160146 -4.19599468233716 2.71676620508092e-05 0.00118246941749653 ENSG00000166206.16
442 LINC00261 20625.7951005565 -0.379674438216581 0.0904666512050168 -4.19684417582959 2.70660017679942e-05 0.00118246941749653 ENSG00000259974.5
443 JAG1 37169.9513448145 0.364039888357057 0.0867734415218258 4.19529157738306 2.7252078291389e-05 0.00118346609970596 ENSG00000101384.12
444 TRIM4 377.473586645801 -0.592515376329183 0.141337298616646 -4.1922081582745 2.76252340369361e-05 0.0011944231715297 ENSG00000146833.16
445 GNG2 1379.95529533729 -0.755990753748519 0.180333527052569 -4.19218082241657 2.762856384919e-05 0.0011944231715297 ENSG00000186469.9
446 PNMA2 1235.32413268188 -0.548757377920134 0.131047015143989 -4.18748475359917 2.82062962332842e-05 0.00121666530703121 ENSG00000240694.9
447 EGR2 108.414613147577 0.953316367429332 0.22773165837302 4.18613895951093 2.83739679382747e-05 0.0012211597207976 ENSG00000122877.18
448 VCAN 42042.1375706579 0.516145826834216 0.123333850045434 4.18494863043743 2.85230596381372e-05 0.00122479203274698 ENSG00000038427.16
449 DACH1 910.130505093856 -0.534598399398741 0.127758333719849 -4.18445031203223 2.85856961588209e-05 0.00122479203274698 ENSG00000276644.5
450 TMEM163 130.549956948055 -1.25376601097112 0.299890115099535 -4.18075137473268 2.90547414169291e-05 0.00124212247861974 ENSG00000152128.13
451 CPVL 5492.3592170819 0.284522630793247 0.0680699852453403 4.17985445079443 2.91695733169569e-05 0.00124426663297476 ENSG00000106066.15
452 SVEP1 296.114634118074 1.18085004815097 0.282806216736469 4.17547415250542 2.97366018779701e-05 0.00126564767019555 ENSG00000165124.19
453 PITX2 4656.29980402582 0.320828603440335 0.0769200494691239 4.17093599984121 3.03351057622546e-05 0.00128827100365178 ENSG00000164093.18
454 DOK5 23.4724175603057 1.7651319320529 0.423348209103976 4.16945647600313 3.05326915135453e-05 0.00129380598973036 ENSG00000101134.12
455 EBF1 72.5562707972669 -1.27828968255967 0.30665171615728 -4.16853914459764 3.06558118150426e-05 0.00129616814878635 ENSG00000164330.18
456 RAPGEF5 1559.62711840944 -0.379764380104356 0.0911949559330705 -4.16431343399158 3.12290863968359e-05 0.00131751132478581 ENSG00000136237.20
457 LINC02672 4604.35213594138 0.448404826089229 0.107773030511027 4.16064041219802 3.17356429718232e-05 0.00133595251529964 ENSG00000227121.2
458 GPR87 74.8858105361365 1.07733136517 0.259235350022521 4.15580423378374 3.24145291367067e-05 0.00136155177190385 ENSG00000138271.6
459 FZD7 17680.3433852991 0.347469794114423 0.0836640947801274 4.1531530942585 3.27925188717387e-05 0.00137442805676364 ENSG00000155760.3
460 PCAT14 1859.86688277287 0.413761189101803 0.0996441655476696 4.15238751639563 3.29024489645258e-05 0.00137603763734684 ENSG00000280623.1
461 PAGE4 26.4122524458715 -2.56853863459517 0.61970960083579 -4.14474558911307 3.40191188986389e-05 0.00141965251490676 ENSG00000101951.17
462 SLC16A12 266.872701498372 -1.06824976961288 0.257805713061853 -4.14362333916387 3.41861071019565e-05 0.00142353317841437 ENSG00000152779.14
463 MT-RNR2 178222.418443086 0.479803130226581 0.115905967236517 4.1395895454416 3.47927774129942e-05 0.00144566620274553 ENSG00000210082.2
464 BLCAP 1802.56925592281 0.358843487262847 0.0868377778825606 4.13234304254246 3.59083965911382e-05 0.00148880546038862 ENSG00000166619.15
465 KCNJ6 224.422293748721 -0.758468110938094 0.18358205793957 -4.13149367345997 3.60413612764321e-05 0.00149110474889462 ENSG00000157542.11
466 TRIM45 1101.03458907178 -0.739966961558523 0.179335727485598 -4.12615473744877 3.68879118876617e-05 0.00152231603928301 ENSG00000134253.10
467 ACSL1 1854.31078360174 -0.387470755227922 0.093915395538765 -4.1257426751505 3.69540279834268e-05 0.00152231603928301 ENSG00000151726.16
468 DUOXA2 396.288586069668 -0.786370364513786 0.190950033117825 -4.11819967597784 3.81843777845201e-05 0.00156963901670641 ENSG00000140274.14
469 GAB2 4643.57743041502 -0.312798645766233 0.0760482085690675 -4.1131625800514 3.90275322654887e-05 0.00160087775207563 ENSG00000033327.13
470 SLC38A3 367.597870723636 -0.647689112065088 0.157541874902458 -4.11121876305017 3.93576070395844e-05 0.00161098222176069 ENSG00000188338.15
471 CACNA1B 290.955003336018 -0.724168349102312 0.176293395117308 -4.10774520860773 3.99540505297643e-05 0.00163192361802889 ENSG00000148408.14
472 ARHGAP18 2687.18342126281 -0.358586988754292 0.0873203764000747 -4.10656714432103 4.01582764535332e-05 0.0016367900898582 ENSG00000146376.11
473 LMO3 78.6752254397826 -1.27768442700569 0.311679145967155 -4.09935808519039 4.14297615097172e-05 0.0016850438729893 ENSG00000048540.16
474 CROT 2955.16461857513 0.545438091669193 0.133101421649977 4.09791334238004 4.16891286380663e-05 0.00169201573151713 ENSG00000005469.12
475 RPS27P3 442.945653389467 0.57462947968687 0.140574798455802 4.08771334548658 4.35645982498763e-05 0.00176441208659183 ENSG00000227081.5
476 BTG2 16616.3028533103 0.289886699933709 0.0709368602673952 4.08654539883759 4.37843841852567e-05 0.00176587837097687 ENSG00000159388.6
477 LRRTM3 52.3001921180938 -1.15894532626385 0.283587511336458 -4.08672906928134 4.37497512508031e-05 0.00176587837097687 ENSG00000198739.11
478 G6PC2 15.2331842429615 -2.25185927767255 0.5511285811273 -4.08590545797227 4.39052548203821e-05 0.00176704872852408 ENSG00000152254.11
479 AQP1 87.121957809338 1.28450786029848 0.314590676305697 4.0831084868208 4.44372651010421e-05 0.00178472673489321 ENSG00000240583.14
480 SALL1 1074.89625590332 0.54317654387976 0.133098272427077 4.08101873882218 4.48387395408969e-05 0.00179709931518286 ENSG00000103449.13
481 ABAT 746.524373850367 -0.42483447023762 0.104123719891117 -4.08009309196668 4.50176685253313e-05 0.00180051955736034 ENSG00000183044.12
482 TPH1 1172.71959909182 -0.834230862165424 0.204944861735081 -4.07051367427684 4.69095873735814e-05 0.00186480075105935 ENSG00000129167.10
483 LINC03051 136.210862699871 0.733896354214082 0.180297096152421 4.07048349571672 4.69156650126169e-05 0.00186480075105935 ENSG00000239268.5
484 ENSG00000253227 101.324831193354 1.28776766831093 0.316347143817841 4.07074220038621 4.68635888855926e-05 0.00186480075105935 ENSG00000253227.2
485 PTGER3 50.9242197185634 -1.21142057171958 0.298044662179527 -4.06456053552768 4.81230481611097e-05 0.00190884783613078 ENSG00000050628.21
486 PDK4 453.719482504379 -0.772450121862125 0.190103332745834 -4.06331709552342 4.83802349413585e-05 0.00191510074033303 ENSG00000004799.8
487 AFF3 237.420856659329 -0.646479663962273 0.159139974712788 -4.06233358481439 4.8584581670846e-05 0.00191924062050048 ENSG00000144218.21
488 CCDC88A 3504.38626338891 -0.390159292152721 0.0961832705609603 -4.05641531918423 4.98316176053452e-05 0.00196446856453203 ENSG00000115355.18
489 C3 51.0327004046055 1.57489038295875 0.388303153944554 4.05582691502844 4.99572448243667e-05 0.00196539361131118 ENSG00000125730.18
490 FKBP5 1572.33854145639 -0.566120332680842 0.13972746287207 -4.05160389406888 5.08677295484545e-05 0.00198999833909321 ENSG00000096060.15
491 CLVS2 35.8911082621036 -1.4950952513604 0.369023758122771 -4.05148779299731 5.08929817462241e-05 0.00198999833909321 ENSG00000146352.13
492 CHD9NB 211.91401852957 0.854315969372546 0.210845551730748 4.0518567375968 5.08127766997128e-05 0.00198999833909321 ENSG00000277639.3
493 NETO1 648.090991379994 -0.873465608660226 0.215725953862259 -4.04895930703792 5.14458880722494e-05 0.0020075375146733 ENSG00000166342.19
494 DAB1 992.660729761009 0.478619118932043 0.118336552222289 4.04455859110196 5.24217975728267e-05 0.00204147882936445 ENSG00000173406.16
495 XKR7 416.950347463772 -0.82555567734139 0.204175578631421 -4.04336151696031 5.2690282299106e-05 0.00204778919367717 ENSG00000260903.3
496 DCDC1 117.860609301536 -0.847404583449926 0.2099081432217 -4.03702576967162 5.41331245970789e-05 0.00209962308669073 ENSG00000170959.15
497 CORO2B 687.291387623339 -1.00216920162182 0.24837401627825 -4.03491966123824 5.46209834124983e-05 0.00211428265370149 ENSG00000103647.13
498 ENSG00000279668 139.096363498806 -0.943191055547159 0.234111691063512 -4.02880800724847 5.60603773084371e-05 0.00216564164389501 ENSG00000279668.4
499 KIAA1549L 1146.73531350558 -0.549798548293315 0.136562021659265 -4.02599889495716 5.67339550736395e-05 0.00218727019580496 ENSG00000110427.17
500 ARHGAP24 925.258277218377 -0.362632286728912 0.0901353513370997 -4.02319712908971 5.74134022436278e-05 0.00220903806472582 ENSG00000138639.18
501 UGT2B4 95.7231985711855 1.36151313579794 0.338718972668243 4.01959513833158 5.82982367737564e-05 0.00223860574661382 ENSG00000156096.15
502 LCN9 31.7092842544409 -1.47502927326828 0.367260041827542 -4.0163075349235 5.91171010944418e-05 0.00226552747182245 ENSG00000148386.10
503 GDAP1L1 182.783971282978 -1.10878581615522 0.276185131961426 -4.01464701695122 5.95348253968517e-05 0.00227421658309492 ENSG00000124194.17
504 EPB41 8526.09978951812 -0.237190891529152 0.05908402998788 -4.01446704935 5.95802660297245e-05 0.00227421658309492 ENSG00000159023.23
505 ARHGEF9 1864.21896934741 -0.320885202315363 0.0799590412593293 -4.01311968304677 5.99215120060817e-05 0.00228271296628317 ENSG00000131089.17
506 LAMB3 339.941405269727 0.830727446546022 0.207147338767633 4.01032159760395 6.06361015362182e-05 0.00230537020030389 ENSG00000196878.15
507 CNTN1 316.408914703892 -0.809544300515758 0.202291238285305 -4.00187525360838 6.28424305298451e-05 0.00238083793690239 ENSG00000018236.15
508 RGS16 1304.1497219441 -0.537901478540842 0.13441566036678 -4.0017768545203 6.28685763565034e-05 0.00238083793690239 ENSG00000143333.7
509 THY1 154.361565887309 0.998366451370561 0.249588846366881 4.00004433652865 6.33306175831989e-05 0.00239362361702472 ENSG00000154096.14
510 CELSR1 1866.30761043858 -0.496785192738983 0.124261506886625 -3.99790092029259 6.39066891851593e-05 0.00241066056185116 ENSG00000075275.18
511 GPM6B 641.12744953089 -0.726125953992219 0.181916982634302 -3.99152373504298 6.56501163281618e-05 0.0024715791348751 ENSG00000046653.15
512 UGT2B11 1856.17940926653 0.488810023058998 0.122486680921865 3.9907198021866 6.58730676803731e-05 0.00247512905475589 ENSG00000213759.10
513 DUSP4 15696.931936035 0.308933026034522 0.0774861638807582 3.98694438545095 6.69297063632113e-05 0.00250992922225236 ENSG00000120875.9
514 FAM184A 591.933796711404 -0.483933369991566 0.121465632800311 -3.98411763751439 6.77313164800266e-05 0.00253504876739835 ENSG00000111879.20
515 CRYM 689.921400415672 0.387040020614557 0.0971654751113877 3.98330806462754 6.79625636413457e-05 0.00253876465889749 ENSG00000103316.12
516 SRY 33.4098413949574 1.64484580712234 0.413432680271573 3.9785094057922 6.93486683739683e-05 0.00258552263988063 ENSG00000184895.8
517 NRCAM 1384.77320467449 -0.405945502523695 0.102074996785081 -3.97693377721493 6.9809595751513e-05 0.0025976731200534 ENSG00000091129.22
518 PROM2 491.081568797262 0.413940207296976 0.104104321031154 3.97620582120795 7.00235262493499e-05 0.00259824407637858 ENSG00000155066.16
519 SP2-AS1 34.8983215894215 -1.6945529411129 0.426199385294998 -3.97596289337676 7.00950553924777e-05 0.00259824407637858 ENSG00000234494.8
520 DNM1 502.582013334408 -0.679550458214189 0.170964518770507 -3.97480403010627 7.04372305577748e-05 0.00260590661821245 ENSG00000106976.22
521 CCDC181 374.830177300434 -0.510344896134341 0.128505761731899 -3.97137754180292 7.14582298858853e-05 0.00263860542522968 ENSG00000117477.13
522 ELAVL4 196.502388368885 -1.17703252534577 0.296483245435417 -3.96997990094574 7.18786949382371e-05 0.00264904661536744 ENSG00000162374.18
523 HHLA2 258.456667700712 -0.793694335817517 0.200028508967451 -3.96790607456194 7.25068977257666e-05 0.0026670892895761 ENSG00000114455.15
524 GRIK5 152.186435901967 -1.23024576167944 0.310342876989171 -3.96415014778112 7.36578828000436e-05 0.00270425639180771 ENSG00000105737.10
525 MAP7D3 840.805520444533 -0.429340579851533 0.1083585532467 -3.96222141203797 7.42556285252056e-05 0.00272100910774839 ENSG00000129680.16
526 TAGLN3 403.071936341271 -0.85056012234222 0.214868793153504 -3.95850932961945 7.54189955870378e-05 0.00275838524164151 ENSG00000144834.14
527 C1QTNF1 2878.56965516925 0.44331967395618 0.11203950914875 3.95681556733353 7.59555281145477e-05 0.00277273709652309 ENSG00000173918.15
528 DOCK11 1020.77782665318 -0.347583767822468 0.0878987939580536 -3.9543633327704 7.67387206826099e-05 0.00279602179638646 ENSG00000147251.16
529 PTGR3 1399.28029998798 -0.491524586786235 0.124366624677203 -3.95222261649376 7.74286573511519e-05 0.0028158270512693 ENSG00000180011.7
530 KCNH5 1666.67593513501 0.523114998995686 0.132477302254593 3.94871415776847 7.85721050666587e-05 0.00285201916466487 ENSG00000140015.20
531 GCK 396.043088360095 -0.846839482813864 0.214924442999223 -3.94017297891486 8.14228766380336e-05 0.00294438590368889 ENSG00000106633.18
532 ENSG00000280229 194.884295630805 -0.892047343841403 0.226380047775575 -3.94048571244118 8.13167940647993e-05 0.00294438590368889 ENSG00000280229.2
533 GNG4 2618.13720767689 -0.759112068683374 0.192832147147285 -3.93664687093674 8.26280576613268e-05 0.00298236130072909 ENSG00000168243.11
534 MEP1B 38.6911999005993 -1.41202223974159 0.358742318682045 -3.93603476982895 8.28389762246561e-05 0.00298437495245306 ENSG00000141434.12
535 RPS7P1 666.583854555869 0.39249906316434 0.0997642209292003 3.93426680936931 8.34510432670571e-05 0.00300080592592831 ENSG00000263266.2
536 PLAAT4 97.431423921478 -1.1546820409201 0.293575851472586 -3.9331642406151 8.38349131739968e-05 0.00300898518589804 ENSG00000133321.11
537 MTMR7 507.552357823037 -0.472643745401768 0.120186978735428 -3.93257031980325 8.4042383353105e-05 0.00301081447103731 ENSG00000003987.14
538 RGS9 775.456457800371 -0.922286414589353 0.234622736562177 -3.93093366867682 8.46166168513545e-05 0.00302382115642585 ENSG00000108370.17
539 PHOX2A 321.914025832154 -0.797488393167622 0.20289017947274 -3.93064068078648 8.4719804725727e-05 0.00302382115642585 ENSG00000165462.5
540 ANXA13 3091.4115464844 0.637076644646714 0.162122178876351 3.92960820698447 8.50843819698123e-05 0.00303120988950972 ENSG00000104537.17
541 GABRB2 142.225387563024 -0.909517507018378 0.231738653165354 -3.92475529910585 8.68179433715663e-05 0.0030872524853645 ENSG00000145864.14
542 GLUD2 3254.89730653275 0.341836670971708 0.087124423654808 3.92354585123093 8.72551496725682e-05 0.00309707485129311 ENSG00000182890.5
543 KCNJ3 5149.13109803291 0.287526840655931 0.0733027849906768 3.92245452464734 8.76514406320143e-05 0.00310541144544879 ENSG00000162989.5
544 MVP 2816.35033519398 0.387378113043476 0.0987905787264742 3.92120501810225 8.81072590264843e-05 0.00311582251682262 ENSG00000013364.19
545 PODN 106.349742187323 -0.888770384701793 0.226697795933299 -3.92050739197877 8.83627254144509e-05 0.00311912314040955 ENSG00000174348.14
546 ALPK2 190.400412376494 -0.872069360426095 0.222527811182838 -3.91892301367027 8.89455167271707e-05 0.00313394478168006 ENSG00000198796.7
547 UBE2QL1 880.527428016382 -0.921122028740913 0.235119670788463 -3.91767318171199 8.94078098973081e-05 0.00314447430860039 ENSG00000215218.4
548 C22orf42 305.217242563905 -0.679026538093231 0.173630281265762 -3.91076103282871 9.20057665295981e-05 0.00322993966513943 ENSG00000205856.4
549 DSG3 93.9003557256335 1.09481259565483 0.280438252907116 3.90393458918545 9.46413695662366e-05 0.00331236363889345 ENSG00000134757.5
550 MALT1 4214.10021186584 -0.277607814319203 0.0711123858969222 -3.90378990688904 9.4697993626749e-05 0.00331236363889345 ENSG00000172175.16
551 SLC37A1 5124.30581095281 0.424974530408857 0.108874708506353 3.90333564368679 9.48759858125158e-05 0.00331256663350486 ENSG00000160190.14
552 PPP1R3C 946.376670186863 -0.438294075596715 0.112351469810781 -3.90109783463338 9.57574388461094e-05 0.00333421106609956 ENSG00000119938.9
553 RAB37 2150.03028116281 0.450062526130456 0.115374531033124 3.90088282136761 9.58425366229888e-05 0.00333421106609956 ENSG00000172794.20
554 IL33 104.562123767721 0.840621391391121 0.215610851610392 3.89878981096054 9.66746457280877e-05 0.00335708814894757 ENSG00000137033.12
555 PRPS2 2204.91298898387 -0.338928264806433 0.0870574488726235 -3.89315640643605 9.89483115158565e-05 0.00342897375067879 ENSG00000101911.13
556 STXBP1 1661.19287358517 -0.635569787217388 0.163268787840632 -3.89278193109252 9.91012270182663e-05 0.00342897375067879 ENSG00000136854.25
557 HOXD13 15.1415345099658 2.48350575982177 0.638649165824081 3.88868551424033 0.000100788615428201 0.00347485911040813 ENSG00000128714.6
558 KHDRBS3 784.837039563018 0.3965651589812 0.101968731948939 3.88908591292262 0.000100622495708656 0.00347485911040813 ENSG00000131773.15
559 PHLDA1 18973.9815550371 -0.557552412677025 0.143509288472531 -3.88513118984453 0.00010227464535582 0.0035197846643207 ENSG00000139289.15
560 PCDHB5 3209.85763838308 0.369839291874511 0.0952495102068141 3.88284717760211 0.000103240458061713 0.0035466784503415 ENSG00000113209.9
561 CCDC60 747.905666948252 0.405175596099508 0.104381082559092 3.88169566904167 0.0001037306402599 0.00355716587757568 ENSG00000183273.7
562 SV2A 1830.9502993245 -0.63516246604838 0.16368818718025 -3.88031950863353 0.000104319334935139 0.00357098819480821 ENSG00000159164.10
563 AKR1C2 571.087593587029 -0.39186825371757 0.10109126527796 -3.8763809379583 0.00010602165260794 0.00362281448112175 ENSG00000151632.18
564 SYT16 268.614194684277 -0.538435743639027 0.138960805216978 -3.87473102792041 0.000106742533893337 0.00364098026070926 ENSG00000139973.18
565 SBF2 4373.73303902392 -0.477033279239983 0.123192261820286 -3.87226658713258 0.00010782792011149 0.00366500623163399 ENSG00000133812.18
566 CHSY3 364.467937941512 0.765244025081949 0.197608222785384 3.87253128587192 0.000107710844549874 0.00366500623163399 ENSG00000198108.4
567 GCH1 5544.08433306099 -0.286983181551941 0.0742410011448616 -3.86556184758298 0.000110833757370551 0.00376052879064316 ENSG00000131979.20
568 C2CD4A 166.212486722506 -0.967687608004152 0.250610941012827 -3.86131429096155 0.000112778717431405 0.0038197833907489 ENSG00000198535.5
569 AIF1 76.1733832075532 -1.33139337420571 0.34488630978006 -3.86038336823157 0.000113209267604428 0.00382762722350438 ENSG00000204472.13
570 DDOST 37892.7261968035 0.230509053152678 0.0597332516035462 3.85897380377989 0.000113864140863514 0.0038430146349689 ENSG00000244038.11
571 TMEM176A 843.735602302457 -0.730986784224409 0.189524135778795 -3.85695880485422 0.000114806501661292 0.00386803411376521 ENSG00000002933.9
572 TPST1 2706.24978872966 0.466069271767347 0.120855175119707 3.85642792131744 0.000115056003156978 0.00386966326701738 ENSG00000169902.15
573 CITED2 2997.82197883458 0.269620118037515 0.0699405591271427 3.85498945679547 0.000115734616757305 0.0038856938170629 ENSG00000164442.11
574 LINC01480 24.0039645120939 1.71477976795319 0.445318500809373 3.85068162413318 0.000117789540409901 0.00394779647805867 ENSG00000270164.3
